name,type,value,date
"WI","Wisconsin",210,"2016-07-01"
"WI","Wisconsin",278,"2016-08-01"
"WI","Wisconsin",196,"2016-09-01"
"WI","Wisconsin",231,"2016-10-01"
"WI","Wisconsin",278,"2016-11-01"
"WI","Wisconsin",251,"2016-12-01"
"WI","Wisconsin",253,"2017-01-01"
"WI","Wisconsin",225,"2017-02-01"
"WI","Wisconsin",238,"2017-03-01"
"WI","Wisconsin",186,"2017-04-01"
"WI","Wisconsin",242,"2017-05-01"
"WI","Wisconsin",237,"2017-06-01"
"WI","Wisconsin",214,"2017-07-01"
"WI","Wisconsin",377,"2017-08-01"
"WI","Wisconsin",360,"2017-09-01"
"WI","Wisconsin",336,"2017-10-01"
"WI","Wisconsin",309,"2017-11-01"
"WI","Wisconsin",276,"2017-12-01"
"WI","Wisconsin",316,"2018-01-01"
"WI","Wisconsin",256,"2018-02-01"
"WI","Wisconsin",242,"2018-03-01"
"WI","Wisconsin",250,"2018-04-01"
"WI","Wisconsin",279,"2018-05-01"
"WI","Wisconsin",254,"2018-06-01"
"WI","Wisconsin",209,"2018-07-01"
"WI","Wisconsin",201,"2018-08-01"
"WI","Wisconsin",241,"2018-09-01"
"WI","Wisconsin",299,"2018-10-01"
"WI","Wisconsin",417,"2018-11-01"
"WI","Wisconsin",314,"2018-12-01"
"WI","Wisconsin",527,"2019-01-01"
"WI","Wisconsin",510,"2019-02-01"
"WI","Wisconsin",321,"2019-03-01"
"WI","Wisconsin",260,"2019-04-01"
"WI","Wisconsin",323,"2019-05-01"
"WI","Wisconsin",289,"2019-06-01"
"WI","Wisconsin",284,"2019-07-01"
"WI","Wisconsin",292,"2019-08-01"
"WI","Wisconsin",359,"2019-09-01"
"WI","Wisconsin",420,"2019-10-01"
"WI","Wisconsin",286,"2019-11-01"
"WI","Wisconsin",254,"2019-12-01"
"WI","Wisconsin",323,"2020-01-01"
"WI","Wisconsin",212,"2020-02-01"
"WI","Wisconsin",199,"2020-03-01"
"WI","Wisconsin",285,"2020-04-01"
"WI","Wisconsin",340,"2020-05-01"
"WI","Wisconsin",422,"2020-06-01"
"WI","Wisconsin",115,"2020-07-01"
"WI","Wisconsin",92,"2020-08-01"
"WI","Wisconsin",100,"2020-09-01"
"WI","Wisconsin",131,"2020-10-01"
"WI","Wisconsin",118,"2020-11-01"
"WI","Wisconsin",127,"2020-12-01"
"WV","West Virginia",30,"2016-02-01"
"WV","West Virginia",34,"2016-03-01"
"WV","West Virginia",32,"2016-04-01"
"WV","West Virginia",13,"2016-05-01"
"WV","West Virginia",40,"2016-06-01"
"WV","West Virginia",79,"2016-07-01"
"WV","West Virginia",36,"2016-08-01"
"WV","West Virginia",27,"2016-09-01"
"WV","West Virginia",31,"2016-10-01"
"WV","West Virginia",58,"2016-11-01"
"WV","West Virginia",37,"2016-12-01"
"WV","West Virginia",50,"2017-01-01"
"WV","West Virginia",61,"2017-02-01"
"WV","West Virginia",71,"2017-03-01"
"WV","West Virginia",49,"2017-04-01"
"WV","West Virginia",37,"2017-05-01"
"WV","West Virginia",81,"2017-06-01"
"WV","West Virginia",92,"2017-07-01"
"WV","West Virginia",45,"2017-08-01"
"WV","West Virginia",42,"2017-09-01"
"WV","West Virginia",42,"2017-10-01"
"WV","West Virginia",48,"2017-11-01"
"WV","West Virginia",35,"2017-12-01"
"WV","West Virginia",44,"2018-01-01"
"WV","West Virginia",34,"2018-02-01"
"WV","West Virginia",33,"2018-03-01"
"WV","West Virginia",50,"2018-04-01"
"WV","West Virginia",57,"2018-05-01"
"WV","West Virginia",27,"2018-06-01"
"WV","West Virginia",39,"2018-07-01"
"WV","West Virginia",7,"2018-08-01"
"WV","West Virginia",55,"2018-09-01"
"WV","West Virginia",85,"2018-10-01"
"WV","West Virginia",99,"2018-11-01"
"WV","West Virginia",70,"2018-12-01"
"WV","West Virginia",49,"2019-01-01"
"WV","West Virginia",71,"2019-02-01"
"WV","West Virginia",26,"2019-03-01"
"WV","West Virginia",48,"2019-04-01"
"WV","West Virginia",47,"2019-05-01"
"WV","West Virginia",38,"2019-06-01"
"WV","West Virginia",53,"2019-07-01"
"WV","West Virginia",26,"2019-08-01"
"WV","West Virginia",31,"2019-09-01"
"WV","West Virginia",42,"2019-10-01"
"WV","West Virginia",11,"2019-11-01"
"WV","West Virginia",11,"2019-12-01"
"WV","West Virginia",31,"2020-01-01"
"WV","West Virginia",13,"2020-02-01"
"WV","West Virginia",5,"2020-03-01"
"WV","West Virginia",21,"2020-04-01"
"WV","West Virginia",6,"2020-05-01"
"WV","West Virginia",6,"2020-06-01"
"WV","West Virginia",2,"2020-07-01"
"WV","West Virginia",8,"2020-08-01"
"WV","West Virginia",107,"2020-09-01"
"WV","West Virginia",233,"2020-10-01"
"WV","West Virginia",364,"2020-11-01"
"WV","West Virginia",502,"2020-12-01"
"WY","Wyoming",1,"2016-06-01"
"WY","Wyoming",14,"2016-07-01"
"WY","Wyoming",6,"2016-08-01"
"WY","Wyoming",8,"2016-09-01"
"WY","Wyoming",10,"2016-10-01"
"WY","Wyoming",16,"2016-11-01"
"WY","Wyoming",14,"2016-12-01"
"WY","Wyoming",13,"2017-01-01"
"WY","Wyoming",22,"2017-02-01"
"WY","Wyoming",10,"2017-03-01"
"WY","Wyoming",4,"2017-04-01"
"WY","Wyoming",2,"2017-05-01"
"WY","Wyoming",6,"2017-06-01"
"WY","Wyoming",9,"2017-07-01"
"WY","Wyoming",10,"2017-08-01"
"WY","Wyoming",6,"2017-09-01"
"WY","Wyoming",2,"2017-10-01"
"WY","Wyoming",5,"2017-11-01"
"WY","Wyoming",7,"2017-12-01"
"WY","Wyoming",11,"2018-01-01"
"WY","Wyoming",9,"2018-02-01"
"WY","Wyoming",15,"2018-03-01"
"WY","Wyoming",11,"2018-04-01"
"WY","Wyoming",5,"2018-05-01"
"WY","Wyoming",13,"2018-06-01"
"WY","Wyoming",7,"2018-07-01"
"WY","Wyoming",4,"2018-08-01"
"WY","Wyoming",7,"2018-09-01"
"WY","Wyoming",7,"2018-10-01"
"WY","Wyoming",40,"2018-11-01"
"WY","Wyoming",13,"2018-12-01"
"WY","Wyoming",25,"2019-01-01"
"WY","Wyoming",19,"2019-02-01"
"WY","Wyoming",5,"2019-03-01"
"WY","Wyoming",6,"2019-04-01"
"WY","Wyoming",6,"2019-05-01"
"WY","Wyoming",3,"2019-06-01"
"WY","Wyoming",5,"2019-07-01"
"WY","Wyoming",4,"2019-08-01"
"WY","Wyoming",6,"2019-09-01"
"WY","Wyoming",7,"2019-10-01"
"WY","Wyoming",3,"2019-11-01"
"WY","Wyoming",5,"2019-12-01"
"WY","Wyoming",4,"2020-01-01"
"WY","Wyoming",2,"2020-03-01"
"WY","Wyoming",2,"2020-04-01"
"WY","Wyoming",1,"2020-05-01"
"WY","Wyoming",1,"2020-06-01"
"WY","Wyoming",1,"2020-08-01"
"WY","Wyoming",6,"2020-10-01"
"WY","Wyoming",1,"2020-12-01"
