Name,City,Latitude,Longitude,Group,Value
"UT","Utah",40.4036011647639,-111.920108033184,"Fatal",1342
"VA","Virginia",37.9419943076036,-77.5928670160816,"Slight",1732
"VA","Virginia",37.9419943076036,-77.5928670160816,"Medium",58449
"VA","Virginia",37.9419943076036,-77.5928670160816,"Serious",23046
"VA","Virginia",37.9419943076036,-77.5928670160816,"Fatal",6503
"VT","Vermont",43.8103409851024,-72.791222867784,"Slight",1
"VT","Vermont",43.8103409851024,-72.791222867784,"Medium",404
"VT","Vermont",43.8103409851024,-72.791222867784,"Serious",84
"VT","Vermont",43.8103409851024,-72.791222867784,"Fatal",66
"WA","Washington",47.4984022015061,-122.116180571883,"Slight",513
"WA","Washington",47.4984022015061,-122.116180571883,"Medium",30871
"WA","Washington",47.4984022015061,-122.116180571883,"Serious",14986
"WA","Washington",47.4984022015061,-122.116180571883,"Fatal",3085
"WI","Wisconsin",43.365760925367,-88.618120689395,"Slight",33
"WI","Wisconsin",43.365760925367,-88.618120689395,"Medium",7351
"WI","Wisconsin",43.365760925367,-88.618120689395,"Serious",4606
"WI","Wisconsin",43.365760925367,-88.618120689395,"Fatal",2679
"WV","West Virginia",38.7016900993456,-80.9885901466389,"Slight",1
"WV","West Virginia",38.7016900993456,-80.9885901466389,"Medium",2506
"WV","West Virginia",38.7016900993456,-80.9885901466389,"Serious",408
"WV","West Virginia",38.7016900993456,-80.9885901466389,"Fatal",506
"WY","Wyoming",42.1089428190709,-107.00666292665,"Medium",118
"WY","Wyoming",42.1089428190709,-107.00666292665,"Serious",112
"WY","Wyoming",42.1089428190709,-107.00666292665,"Fatal",189
